province,ym,pm25,hours
พิจิตร,2025-11,14.3,720
พิจิตร,2025-12,14.9,744
พิษณุโลก,2022-08,9.8,665
พิษณุโลก,2022-09,11.4,720
พิษณุโลก,2022-10,17.5,744
พิษณุโลก,2022-11,17.3,720
พิษณุโลก,2022-12,16.1,744
พิษณุโลก,2023-01,18.7,744
พิษณุโลก,2023-02,25.9,672
พิษณุโลก,2023-03,34.3,744
พิษณุโลก,2023-04,38.0,720
พิษณุโลก,2023-05,19.0,744
พิษณุโลก,2023-06,9.7,720
พิษณุโลก,2023-07,9.4,744
พิษณุโลก,2023-08,10.2,744
พิษณุโลก,2023-09,9.4,720
พิษณุโลก,2023-10,11.2,744
พิษณุโลก,2023-11,13.6,720
พิษณุโลก,2023-12,12.9,744
พิษณุโลก,2024-01,17.9,744
พิษณุโลก,2024-02,24.8,696
พิษณุโลก,2024-03,32.2,744
พิษณุโลก,2024-04,33.0,720
พิษณุโลก,2024-05,20.7,744
พิษณุโลก,2024-06,9.1,720
พิษณุโลก,2024-07,9.3,744
พิษณุโลก,2024-08,9.7,744
พิษณุโลก,2024-09,11.5,720
พิษณุโลก,2024-10,14.6,744
พิษณุโลก,2024-11,15.0,720
พิษณุโลก,2024-12,15.1,744
พิษณุโลก,2025-01,26.0,744
พิษณุโลก,2025-02,31.6,672
พิษณุโลก,2025-03,42.8,744
พิษณุโลก,2025-04,30.2,720
พิษณุโลก,2025-05,20.4,744
พิษณุโลก,2025-06,16.7,720
พิษณุโลก,2025-07,13.6,744
พิษณุโลก,2025-08,12.4,744
พิษณุโลก,2025-09,9.5,720
พิษณุโลก,2025-10,11.0,744
พิษณุโลก,2025-11,12.9,720
พิษณุโลก,2025-12,13.6,744
ภูเก็ต,2022-08,7.9,665
ภูเก็ต,2022-09,8.4,720
ภูเก็ต,2022-10,6.4,744
ภูเก็ต,2022-11,7.7,720
ภูเก็ต,2022-12,8.5,744
ภูเก็ต,2023-01,11.8,744
ภูเก็ต,2023-02,13.2,672
ภูเก็ต,2023-03,14.6,744
ภูเก็ต,2023-04,17.0,720
ภูเก็ต,2023-05,8.0,744
ภูเก็ต,2023-06,9.0,720
ภูเก็ต,2023-07,10.5,744
ภูเก็ต,2023-08,7.8,744
ภูเก็ต,2023-09,8.8,720
ภูเก็ต,2023-10,5.9,744
ภูเก็ต,2023-11,7.1,720
ภูเก็ต,2023-12,8.7,744
ภูเก็ต,2024-01,13.5,744
ภูเก็ต,2024-02,11.2,696
ภูเก็ต,2024-03,13.4,744
ภูเก็ต,2024-04,13.4,720
ภูเก็ต,2024-05,11.5,744
ภูเก็ต,2024-06,9.9,720
ภูเก็ต,2024-07,13.4,744
ภูเก็ต,2024-08,7.1,744
ภูเก็ต,2024-09,8.5,720
ภูเก็ต,2024-10,6.8,744
ภูเก็ต,2024-11,7.3,720
ภูเก็ต,2024-12,8.4,744
ภูเก็ต,2025-01,13.2,744
ภูเก็ต,2025-02,12.7,672
ภูเก็ต,2025-03,14.9,744
ภูเก็ต,2025-04,6.3,720
ภูเก็ต,2025-05,6.3,744
ภูเก็ต,2025-06,9.4,720
ภูเก็ต,2025-07,8.5,744
ภูเก็ต,2025-08,8.3,744
ภูเก็ต,2025-09,6.6,720
ภูเก็ต,2025-10,5.2,744
ภูเก็ต,2025-11,8.8,720
ภูเก็ต,2025-12,9.0,744
มหาสารคาม,2022-08,11.2,665
มหาสารคาม,2022-09,12.3,720
มหาสารคาม,2022-10,16.3,744
มหาสารคาม,2022-11,14.2,720
มหาสารคาม,2022-12,12.5,744
มหาสารคาม,2023-01,16.8,744
มหาสารคาม,2023-02,22.4,672
มหาสารคาม,2023-03,26.4,744
มหาสารคาม,2023-04,27.0,720
มหาสารคาม,2023-05,17.6,744
มหาสารคาม,2023-06,12.3,720
มหาสารคาม,2023-07,8.7,744
มหาสารคาม,2023-08,13.0,744
มหาสารคาม,2023-09,9.8,720
มหาสารคาม,2023-10,10.9,744
มหาสารคาม,2023-11,9.7,720
มหาสารคาม,2023-12,9.1,744
มหาสารคาม,2024-01,9.1,744
มหาสารคาม,2024-02,19.7,696
มหาสารคาม,2024-03,24.8,744
มหาสารคาม,2024-04,26.7,720
มหาสารคาม,2024-05,17.2,744
มหาสารคาม,2024-06,11.2,720
มหาสารคาม,2024-07,10.2,744
มหาสารคาม,2024-08,17.6,744
มหาสารคาม,2024-09,12.2,720
มหาสารคาม,2024-10,11.9,744
มหาสารคาม,2024-11,10.8,720
มหาสารคาม,2024-12,12.6,744
มหาสารคาม,2025-01,20.4,744
มหาสารคาม,2025-02,14.2,672
มหาสารคาม,2025-03,32.6,744
มหาสารคาม,2025-04,34.3,720
มหาสารคาม,2025-05,24.8,744
มหาสารคาม,2025-06,17.2,720
มหาสารคาม,2025-07,10.9,744
มหาสารคาม,2025-08,10.1,744
มหาสารคาม,2025-09,8.9,720
มหาสารคาม,2025-10,9.6,744
มหาสารคาม,2025-11,11.6,720
มหาสารคาม,2025-12,9.4,744
มุกดาหาร,2022-08,9.6,665
มุกดาหาร,2022-09,9.6,720
มุกดาหาร,2022-10,13.7,744
มุกดาหาร,2022-11,8.8,720
มุกดาหาร,2022-12,10.5,744
มุกดาหาร,2023-01,14.2,744
มุกดาหาร,2023-02,19.8,672
มุกดาหาร,2023-03,24.3,744
มุกดาหาร,2023-04,26.4,720
มุกดาหาร,2023-05,15.1,744
มุกดาหาร,2023-06,9.9,720
มุกดาหาร,2023-07,8.8,744
มุกดาหาร,2023-08,12.2,744
มุกดาหาร,2023-09,7.6,720
มุกดาหาร,2023-10,8.8,744
มุกดาหาร,2023-11,8.3,720
มุกดาหาร,2023-12,7.3,744
มุกดาหาร,2024-01,6.8,744
มุกดาหาร,2024-02,17.2,696
มุกดาหาร,2024-03,24.0,744
มุกดาหาร,2024-04,21.6,720
มุกดาหาร,2024-05,15.1,744
มุกดาหาร,2024-06,10.0,720
มุกดาหาร,2024-07,8.8,744
มุกดาหาร,2024-08,11.7,744
มุกดาหาร,2024-09,9.9,720
มุกดาหาร,2024-10,10.1,744
มุกดาหาร,2024-11,10.9,720
มุกดาหาร,2024-12,12.3,744
มุกดาหาร,2025-01,19.3,744
มุกดาหาร,2025-02,10.3,672
มุกดาหาร,2025-03,26.4,744
มุกดาหาร,2025-04,29.0,720
มุกดาหาร,2025-05,17.3,744
มุกดาหาร,2025-06,15.1,720
มุกดาหาร,2025-07,10.7,744
มุกดาหาร,2025-08,9.6,744
มุกดาหาร,2025-09,6.8,720
มุกดาหาร,2025-10,7.4,744
มุกดาหาร,2025-11,9.5,720
มุกดาหาร,2025-12,9.4,744
ยะลา,2022-08,9.1,665
ยะลา,2022-09,7.6,720
ยะลา,2022-10,6.4,744
ยะลา,2022-11,5.8,720
ยะลา,2022-12,5.7,744
ยะลา,2023-01,6.5,744
ยะลา,2023-02,7.7,672
ยะลา,2023-03,9.6,744
ยะลา,2023-04,15.1,720
ยะลา,2023-05,8.9,744
ยะลา,2023-06,11.4,720
ยะลา,2023-07,10.9,744
ยะลา,2023-08,8.8,744
ยะลา,2023-09,10.3,720
ยะลา,2023-10,8.8,744
ยะลา,2023-11,4.5,720
ยะลา,2023-12,4.5,744
ยะลา,2024-01,6.2,744
ยะลา,2024-02,8.0,696
ยะลา,2024-03,9.6,744
ยะลา,2024-04,10.6,720
ยะลา,2024-05,11.9,744
ยะลา,2024-06,10.5,720
ยะลา,2024-07,17.0,744
ยะลา,2024-08,10.1,744
ยะลา,2024-09,7.7,720
ยะลา,2024-10,7.4,744
ยะลา,2024-11,5.2,720
ยะลา,2024-12,7.4,744
ยะลา,2025-01,10.5,744
ยะลา,2025-02,12.3,672
ยะลา,2025-03,13.5,744
ยะลา,2025-04,10.5,720
ยะลา,2025-05,10.6,744
ยะลา,2025-06,16.5,720
ยะลา,2025-07,15.6,744
ยะลา,2025-08,13.3,744
ยะลา,2025-09,9.7,720
ยะลา,2025-10,7.1,744
ยะลา,2025-11,7.6,720
ยะลา,2025-12,9.5,744
ยโสธร,2022-08,10.4,665
ยโสธร,2022-09,10.7,720
ยโสธร,2022-10,14.1,744
ยโสธร,2022-11,11.5,720
ยโสธร,2022-12,10.1,744
ยโสธร,2023-01,14.4,744
ยโสธร,2023-02,18.8,672
ยโสธร,2023-03,24.5,744
ยโสธร,2023-04,25.3,720
ยโสธร,2023-05,16.7,744
ยโสธร,2023-06,9.9,720
ยโสธร,2023-07,9.4,744
ยโสธร,2023-08,13.2,744
ยโสธร,2023-09,9.0,720
ยโสธร,2023-10,8.8,744
ยโสธร,2023-11,8.3,720
ยโสธร,2023-12,6.8,744
ยโสธร,2024-01,7.6,744
ยโสธร,2024-02,18.5,696
ยโสธร,2024-03,22.3,744
ยโสธร,2024-04,20.9,720
ยโสธร,2024-05,15.7,744
ยโสธร,2024-06,11.3,720
ยโสธร,2024-07,9.1,744
ยโสธร,2024-08,11.8,744
ยโสธร,2024-09,12.0,720
ยโสธร,2024-10,10.0,744
ยโสธร,2024-11,9.6,720
ยโสธร,2024-12,10.9,744
ยโสธร,2025-01,18.5,744
ยโสธร,2025-02,13.3,672
ยโสธร,2025-03,30.2,744
ยโสธร,2025-04,33.4,720
ยโสธร,2025-05,23.7,744
ยโสธร,2025-06,17.5,720
ยโสธร,2025-07,11.7,744
ยโสธร,2025-08,10.0,744
ยโสธร,2025-09,7.1,720
ยโสธร,2025-10,7.6,744
ยโสธร,2025-11,9.2,720
ยโสธร,2025-12,8.0,744
ระนอง,2022-08,4.0,665
ระนอง,2022-09,4.3,720
ระนอง,2022-10,5.3,744
ระนอง,2022-11,8.6,720
ระนอง,2022-12,9.9,744
ระนอง,2023-01,14.2,744
ระนอง,2023-02,12.5,672
ระนอง,2023-03,15.6,744
ระนอง,2023-04,15.8,720
ระนอง,2023-05,5.6,744
ระนอง,2023-06,4.4,720
ระนอง,2023-07,5.8,744
ระนอง,2023-08,4.7,744
ระนอง,2023-09,4.8,720
ระนอง,2023-10,5.3,744
ระนอง,2023-11,9.3,720
ระนอง,2023-12,10.5,744
ระนอง,2024-01,12.0,744
ระนอง,2024-02,10.8,696
ระนอง,2024-03,13.0,744
ระนอง,2024-04,13.4,720
ระนอง,2024-05,9.0,744
ระนอง,2024-06,6.4,720
ระนอง,2024-07,6.9,744
ระนอง,2024-08,4.9,744
ระนอง,2024-09,5.0,720
ระนอง,2024-10,5.7,744
ระนอง,2024-11,7.4,720
ระนอง,2024-12,10.0,744
ระนอง,2025-01,15.6,744
ระนอง,2025-02,14.4,672
ระนอง,2025-03,16.0,744
ระนอง,2025-04,8.5,720
ระนอง,2025-05,6.6,744
ระนอง,2025-06,6.1,720
ระนอง,2025-07,5.5,744
ระนอง,2025-08,5.1,744
ระนอง,2025-09,3.8,720
ระนอง,2025-10,5.8,744
ระนอง,2025-11,9.0,720
ระนอง,2025-12,9.7,744
ระยอง,2022-08,7.8,665
ระยอง,2022-09,11.3,720
ระยอง,2022-10,18.0,744
ระยอง,2022-11,16.8,720
ระยอง,2022-12,11.5,744
ระยอง,2023-01,15.2,744
ระยอง,2023-02,26.6,672
ระยอง,2023-03,24.6,744
ระยอง,2023-04,26.2,720
ระยอง,2023-05,13.1,744
ระยอง,2023-06,7.7,720
ระยอง,2023-07,6.6,744
ระยอง,2023-08,6.0,744
ระยอง,2023-09,9.6,720
ระยอง,2023-10,13.9,744
ระยอง,2023-11,9.9,720
ระยอง,2023-12,10.9,744
ระยอง,2024-01,23.4,744
ระยอง,2024-02,16.1,696
ระยอง,2024-03,16.3,744
ระยอง,2024-04,11.6,720
ระยอง,2024-05,12.4,744
ระยอง,2024-06,6.8,720
ระยอง,2024-07,6.2,744
ระยอง,2024-08,7.7,744
ระยอง,2024-09,8.7,720
ระยอง,2024-10,18.5,744
ระยอง,2024-11,11.7,720
ระยอง,2024-12,10.1,744
ระยอง,2025-01,21.2,744
ระยอง,2025-02,22.9,672
ระยอง,2025-03,21.8,744
ระยอง,2025-04,14.3,720
ระยอง,2025-05,10.9,744
ระยอง,2025-06,7.1,720
ระยอง,2025-07,6.2,744
ระยอง,2025-08,6.1,744
ระยอง,2025-09,6.0,720
ระยอง,2025-10,10.8,744
ระยอง,2025-11,11.7,720
ระยอง,2025-12,11.3,744
ราชบุรี,2022-08,17.1,665
ราชบุรี,2022-09,19.9,720
ราชบุรี,2022-10,47.5,744
ราชบุรี,2022-11,48.8,720
ราชบุรี,2022-12,40.3,744
ราชบุรี,2023-01,38.1,744
ราชบุรี,2023-02,43.3,672
ราชบุรี,2023-03,42.0,744
ราชบุรี,2023-04,34.4,720
ราชบุรี,2023-05,19.5,744
ราชบุรี,2023-06,9.7,720
ราชบุรี,2023-07,8.3,744
ราชบุรี,2023-08,6.6,744
ราชบุรี,2023-09,11.1,720
ราชบุรี,2023-10,26.5,744
ราชบุรี,2023-11,33.8,720
ราชบุรี,2023-12,32.3,744
ราชบุรี,2024-01,40.9,744
ราชบุรี,2024-02,24.5,696
ราชบุรี,2024-03,20.9,744
ราชบุรี,2024-04,20.2,720
ราชบุรี,2024-05,18.1,744
ราชบุรี,2024-06,7.2,720
ราชบุรี,2024-07,8.3,744
ราชบุรี,2024-08,10.5,744
ราชบุรี,2024-09,15.8,720
ราชบุรี,2024-10,34.6,744
ราชบุรี,2024-11,24.4,720
ราชบุรี,2024-12,22.9,744
ราชบุรี,2025-01,34.2,744
ราชบุรี,2025-02,35.0,672
ราชบุรี,2025-03,34.1,744
ราชบุรี,2025-04,27.4,720
ราชบุรี,2025-05,22.3,744
ราชบุรี,2025-06,14.2,720
ราชบุรี,2025-07,10.2,744
ราชบุรี,2025-08,9.5,744
ราชบุรี,2025-09,9.9,720
ราชบุรี,2025-10,19.1,744
ราชบุรี,2025-11,20.9,720
ราชบุรี,2025-12,21.8,744
ร้อยเอ็ด,2022-08,11.6,665
ร้อยเอ็ด,2022-09,12.1,720
ร้อยเอ็ด,2022-10,16.0,744
ร้อยเอ็ด,2022-11,13.1,720
ร้อยเอ็ด,2022-12,11.7,744
ร้อยเอ็ด,2023-01,16.2,744
ร้อยเอ็ด,2023-02,21.4,672
ร้อยเอ็ด,2023-03,25.3,744
ร้อยเอ็ด,2023-04,26.0,720
ร้อยเอ็ด,2023-05,17.3,744
ร้อยเอ็ด,2023-06,11.8,720
ร้อยเอ็ด,2023-07,9.0,744
ร้อยเอ็ด,2023-08,13.9,744
ร้อยเอ็ด,2023-09,9.8,720
ร้อยเอ็ด,2023-10,10.2,744
ร้อยเอ็ด,2023-11,9.2,720
ร้อยเอ็ด,2023-12,8.4,744
ร้อยเอ็ด,2024-01,8.3,744
ร้อยเอ็ด,2024-02,19.2,696
ร้อยเอ็ด,2024-03,23.9,744
ร้อยเอ็ด,2024-04,24.2,720
ร้อยเอ็ด,2024-05,17.1,744
ร้อยเอ็ด,2024-06,11.8,720
ร้อยเอ็ด,2024-07,9.9,744
ร้อยเอ็ด,2024-08,16.2,744
ร้อยเอ็ด,2024-09,12.6,720
ร้อยเอ็ด,2024-10,11.4,744
ร้อยเอ็ด,2024-11,10.4,720
ร้อยเอ็ด,2024-12,12.1,744
ร้อยเอ็ด,2025-01,20.1,744
ร้อยเอ็ด,2025-02,14.0,672
ร้อยเอ็ด,2025-03,32.8,744
ร้อยเอ็ด,2025-04,36.1,720
ร้อยเอ็ด,2025-05,26.1,744
ร้อยเอ็ด,2025-06,19.0,720
ร้อยเอ็ด,2025-07,12.0,744
ร้อยเอ็ด,2025-08,10.6,744
ร้อยเอ็ด,2025-09,8.5,720
ร้อยเอ็ด,2025-10,9.1,744
ร้อยเอ็ด,2025-11,10.7,720
ร้อยเอ็ด,2025-12,9.0,744
ลพบุรี,2022-08,22.9,665
ลพบุรี,2022-09,26.3,720
ลพบุรี,2022-10,19.2,744
ลพบุรี,2022-11,20.6,720
ลพบุรี,2022-12,13.6,744
ลพบุรี,2023-01,20.8,744
ลพบุรี,2023-02,36.0,672
ลพบุรี,2023-03,41.9,744
ลพบุรี,2023-04,47.4,720
ลพบุรี,2023-05,32.9,744
ลพบุรี,2023-06,21.5,720
ลพบุรี,2023-07,14.2,744
ลพบุรี,2023-08,14.0,744
ลพบุรี,2023-09,19.6,720
ลพบุรี,2023-10,18.5,744
ลพบุรี,2023-11,12.5,720
ลพบุรี,2023-12,13.0,744
ลพบุรี,2024-01,21.8,744
ลพบุรี,2024-02,36.2,696
ลพบุรี,2024-03,34.9,744
ลพบุรี,2024-04,36.0,720
ลพบุรี,2024-05,32.7,744
ลพบุรี,2024-06,14.4,720
ลพบุรี,2024-07,15.9,744
ลพบุรี,2024-08,21.4,744
ลพบุรี,2024-09,18.2,720
ลพบุรี,2024-10,19.5,744
ลพบุรี,2024-11,12.8,720
ลพบุรี,2024-12,11.3,744
ลพบุรี,2025-01,23.9,744
ลพบุรี,2025-02,34.4,672
ลพบุรี,2025-03,36.7,744
ลพบุรี,2025-04,34.5,720
ลพบุรี,2025-05,27.7,744
ลพบุรี,2025-06,18.1,720
ลพบุรี,2025-07,14.3,744
ลพบุรี,2025-08,13.7,744
ลพบุรี,2025-09,15.4,720
ลพบุรี,2025-10,13.6,744
ลพบุรี,2025-11,15.9,720
ลพบุรี,2025-12,11.0,744
ลำปาง,2022-08,9.9,665
ลำปาง,2022-09,12.3,720
ลำปาง,2022-10,17.1,744
ลำปาง,2022-11,18.1,720
ลำปาง,2022-12,22.1,744
ลำปาง,2023-01,21.7,744
ลำปาง,2023-02,30.0,672
ลำปาง,2023-03,36.4,744
ลำปาง,2023-04,34.8,720
ลำปาง,2023-05,18.4,744
ลำปาง,2023-06,9.8,720
ลำปาง,2023-07,8.4,744
ลำปาง,2023-08,8.1,744
ลำปาง,2023-09,9.6,720
ลำปาง,2023-10,10.3,744
ลำปาง,2023-11,11.8,720
ลำปาง,2023-12,11.5,744
ลำปาง,2024-01,15.0,744
ลำปาง,2024-02,20.2,696
ลำปาง,2024-03,28.4,744
ลำปาง,2024-04,30.1,720
ลำปาง,2024-05,17.7,744
ลำปาง,2024-06,7.2,720
ลำปาง,2024-07,6.6,744
ลำปาง,2024-08,7.4,744
ลำปาง,2024-09,10.0,720
ลำปาง,2024-10,14.5,744
ลำปาง,2024-11,12.5,720
ลำปาง,2024-12,14.5,744
ลำปาง,2025-01,19.9,744
ลำปาง,2025-02,25.1,672
ลำปาง,2025-03,37.9,744
ลำปาง,2025-04,23.8,720
ลำปาง,2025-05,13.6,744
ลำปาง,2025-06,11.5,720
ลำปาง,2025-07,8.0,744
ลำปาง,2025-08,9.7,744
ลำปาง,2025-09,11.0,720
ลำปาง,2025-10,10.3,744
ลำปาง,2025-11,9.4,720
ลำปาง,2025-12,13.1,744
ลำพูน,2022-08,7.2,665
ลำพูน,2022-09,10.2,720
ลำพูน,2022-10,17.6,744
ลำพูน,2022-11,19.1,720
ลำพูน,2022-12,20.0,744
ลำพูน,2023-01,21.2,744
ลำพูน,2023-02,27.1,672
ลำพูน,2023-03,32.5,744
ลำพูน,2023-04,29.9,720
ลำพูน,2023-05,15.5,744
ลำพูน,2023-06,8.0,720
ลำพูน,2023-07,7.7,744
ลำพูน,2023-08,7.5,744
ลำพูน,2023-09,10.0,720
ลำพูน,2023-10,11.8,744
ลำพูน,2023-11,17.5,720
ลำพูน,2023-12,17.1,744
ลำพูน,2024-01,16.4,744
ลำพูน,2024-02,20.2,696
ลำพูน,2024-03,26.5,744
ลำพูน,2024-04,28.6,720
ลำพูน,2024-05,17.0,744
ลำพูน,2024-06,6.9,720
ลำพูน,2024-07,5.8,744
ลำพูน,2024-08,7.4,744
ลำพูน,2024-09,10.3,720
ลำพูน,2024-10,16.9,744
ลำพูน,2024-11,18.2,720
ลำพูน,2024-12,20.4,744
ลำพูน,2025-01,23.3,744
ลำพูน,2025-02,26.7,672
ลำพูน,2025-03,40.8,744
ลำพูน,2025-04,24.7,720
ลำพูน,2025-05,13.0,744
ลำพูน,2025-06,9.7,720
ลำพูน,2025-07,7.8,744
ลำพูน,2025-08,8.2,744
ลำพูน,2025-09,10.0,720
ลำพูน,2025-10,13.0,744
ลำพูน,2025-11,13.1,720
ลำพูน,2025-12,19.7,744
ศรีสะเกษ,2022-08,10.4,665
ศรีสะเกษ,2022-09,10.9,720
ศรีสะเกษ,2022-10,14.7,744
ศรีสะเกษ,2022-11,12.4,720
ศรีสะเกษ,2022-12,9.9,744
ศรีสะเกษ,2023-01,14.1,744
ศรีสะเกษ,2023-02,19.8,672
ศรีสะเกษ,2023-03,26.8,744
ศรีสะเกษ,2023-04,27.3,720
ศรีสะเกษ,2023-05,16.9,744
ศรีสะเกษ,2023-06,9.3,720
ศรีสะเกษ,2023-07,10.9,744
ศรีสะเกษ,2023-08,11.2,744
ศรีสะเกษ,2023-09,8.8,720
ศรีสะเกษ,2023-10,9.0,744
ศรีสะเกษ,2023-11,8.9,720
ศรีสะเกษ,2023-12,6.7,744
ศรีสะเกษ,2024-01,8.5,744
ศรีสะเกษ,2024-02,19.4,696
ศรีสะเกษ,2024-03,23.8,744
ศรีสะเกษ,2024-04,21.8,720
ศรีสะเกษ,2024-05,15.6,744
ศรีสะเกษ,2024-06,10.2,720
ศรีสะเกษ,2024-07,8.7,744
ศรีสะเกษ,2024-08,10.1,744
ศรีสะเกษ,2024-09,11.6,720
ศรีสะเกษ,2024-10,10.3,744
ศรีสะเกษ,2024-11,9.5,720
ศรีสะเกษ,2024-12,10.4,744
ศรีสะเกษ,2025-01,18.2,744
ศรีสะเกษ,2025-02,14.1,672
ศรีสะเกษ,2025-03,31.9,744
ศรีสะเกษ,2025-04,33.4,720
ศรีสะเกษ,2025-05,22.8,744
ศรีสะเกษ,2025-06,15.4,720
ศรีสะเกษ,2025-07,10.3,744
ศรีสะเกษ,2025-08,9.5,744
ศรีสะเกษ,2025-09,7.0,720
ศรีสะเกษ,2025-10,7.3,744
ศรีสะเกษ,2025-11,9.2,720
ศรีสะเกษ,2025-12,7.8,744
สกลนคร,2022-08,10.3,665
สกลนคร,2022-09,11.0,720
สกลนคร,2022-10,16.1,744
สกลนคร,2022-11,10.9,720
สกลนคร,2022-12,13.9,744
สกลนคร,2023-01,18.7,744
สกลนคร,2023-02,24.1,672
สกลนคร,2023-03,27.2,744
สกลนคร,2023-04,27.8,720
สกลนคร,2023-05,15.6,744
สกลนคร,2023-06,12.5,720
สกลนคร,2023-07,8.6,744
สกลนคร,2023-08,11.8,744
สกลนคร,2023-09,7.9,720
สกลนคร,2023-10,11.1,744
สกลนคร,2023-11,10.0,720
สกลนคร,2023-12,10.5,744
สกลนคร,2024-01,8.4,744
สกลนคร,2024-02,18.4,696
สกลนคร,2024-03,24.8,744
สกลนคร,2024-04,26.3,720
สกลนคร,2024-05,16.7,744
สกลนคร,2024-06,10.8,720
สกลนคร,2024-07,10.4,744
สกลนคร,2024-08,16.3,744
สกลนคร,2024-09,9.8,720
สกลนคร,2024-10,12.0,744
สกลนคร,2024-11,13.7,720
สกลนคร,2024-12,16.9,744
สกลนคร,2025-01,23.5,744
สกลนคร,2025-02,12.8,672
สกลนคร,2025-03,28.4,744
สกลนคร,2025-04,29.6,720
สกลนคร,2025-05,17.9,744
สกลนคร,2025-06,15.2,720
สกลนคร,2025-07,10.4,744
สกลนคร,2025-08,9.3,744
สกลนคร,2025-09,7.0,720
สกลนคร,2025-10,9.7,744
สกลนคร,2025-11,12.1,720
สกลนคร,2025-12,11.1,744
สงขลา,2022-08,9.9,665
สงขลา,2022-09,8.3,720
สงขลา,2022-10,9.2,744
สงขลา,2022-11,9.1,720
สงขลา,2022-12,8.8,744
สงขลา,2023-01,10.6,744
สงขลา,2023-02,10.2,672
สงขลา,2023-03,13.1,744
สงขลา,2023-04,17.7,720
สงขลา,2023-05,9.7,744
สงขลา,2023-06,11.1,720
สงขลา,2023-07,8.5,744
สงขลา,2023-08,6.1,744
สงขลา,2023-09,10.2,720
สงขลา,2023-10,7.9,744
สงขลา,2023-11,6.5,720
สงขลา,2023-12,6.9,744
สงขลา,2024-01,8.9,744
สงขลา,2024-02,8.7,696
สงขลา,2024-03,10.7,744
สงขลา,2024-04,11.1,720
สงขลา,2024-05,10.9,744
สงขลา,2024-06,10.5,720
สงขลา,2024-07,17.7,744
สงขลา,2024-08,9.2,744
สงขลา,2024-09,6.7,720
สงขลา,2024-10,7.2,744
สงขลา,2024-11,6.2,720
สงขลา,2024-12,8.1,744
สงขลา,2025-01,12.2,744
สงขลา,2025-02,10.9,672
สงขลา,2025-03,13.4,744
สงขลา,2025-04,9.7,720
สงขลา,2025-05,10.4,744
สงขลา,2025-06,14.1,720
สงขลา,2025-07,11.5,744
สงขลา,2025-08,11.9,744
สงขลา,2025-09,7.3,720
สงขลา,2025-10,6.6,744
สงขลา,2025-11,8.4,720
สงขลา,2025-12,11.4,744
สตูล,2022-08,7.2,665
สตูล,2022-09,6.7,720
สตูล,2022-10,6.8,744
สตูล,2022-11,7.1,720
สตูล,2022-12,7.9,744
สตูล,2023-01,9.2,744
สตูล,2023-02,9.8,672
สตูล,2023-03,12.1,744
สตูล,2023-04,16.1,720
สตูล,2023-05,8.5,744
สตูล,2023-06,8.8,720
สตูล,2023-07,7.5,744
สตูล,2023-08,5.5,744
สตูล,2023-09,8.9,720
สตูล,2023-10,5.8,744
สตูล,2023-11,5.3,720
สตูล,2023-12,6.4,744
สตูล,2024-01,8.6,744
สตูล,2024-02,8.4,696
สตูล,2024-03,10.4,744
สตูล,2024-04,9.6,720
สตูล,2024-05,8.9,744
สตูล,2024-06,9.4,720
สตูล,2024-07,15.5,744
สตูล,2024-08,7.5,744
สตูล,2024-09,6.1,720
สตูล,2024-10,5.2,744
สตูล,2024-11,5.2,720
สตูล,2024-12,7.0,744
สตูล,2025-01,11.8,744
สตูล,2025-02,10.8,672
สตูล,2025-03,13.0,744
สตูล,2025-04,7.8,720
สตูล,2025-05,8.0,744
สตูล,2025-06,11.4,720
สตูล,2025-07,9.4,744
สตูล,2025-08,9.8,744
สตูล,2025-09,5.9,720
สตูล,2025-10,5.0,744
สตูล,2025-11,6.8,720
สตูล,2025-12,9.6,744
สมุทรปราการ,2022-08,21.2,665
สมุทรปราการ,2022-09,33.6,720
สมุทรปราการ,2022-10,41.5,744
สมุทรปราการ,2022-11,45.8,720
สมุทรปราการ,2022-12,37.0,744
สมุทรปราการ,2023-01,45.5,744
สมุทรปราการ,2023-02,70.4,672
สมุทรปราการ,2023-03,49.3,744
สมุทรปราการ,2023-04,43.6,720
สมุทรปราการ,2023-05,34.9,744
สมุทรปราการ,2023-06,20.4,720
สมุทรปราการ,2023-07,13.9,744
สมุทรปราการ,2023-08,12.0,744
สมุทรปราการ,2023-09,21.3,720
สมุทรปราการ,2023-10,34.2,744
สมุทรปราการ,2023-11,20.1,720
สมุทรปราการ,2023-12,19.6,744
สมุทรปราการ,2024-01,37.6,744
สมุทรปราการ,2024-02,24.1,696
สมุทรปราการ,2024-03,22.4,744
สมุทรปราการ,2024-04,19.5,720
สมุทรปราการ,2024-05,22.0,744
สมุทรปราการ,2024-06,12.1,720
สมุทรปราการ,2024-07,11.6,744
สมุทรปราการ,2024-08,17.0,744
สมุทรปราการ,2024-09,18.9,720
สมุทรปราการ,2024-10,38.8,744
สมุทรปราการ,2024-11,19.1,720
สมุทรปราการ,2024-12,16.7,744
สมุทรปราการ,2025-01,29.8,744
สมุทรปราการ,2025-02,37.1,672
สมุทรปราการ,2025-03,29.8,744
สมุทรปราการ,2025-04,20.8,720
สมุทรปราการ,2025-05,17.6,744
สมุทรปราการ,2025-06,13.6,720
สมุทรปราการ,2025-07,11.5,744
สมุทรปราการ,2025-08,14.0,744
สมุทรปราการ,2025-09,12.4,720
สมุทรปราการ,2025-10,18.9,744
สมุทรปราการ,2025-11,20.9,720
สมุทรปราการ,2025-12,20.4,744
