province,ym,disease,persons,visits,opd,ipd
กรุงเทพมหานคร,2022-02,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1488,1605,1487,1
กรุงเทพมหานคร,2022-02,โรคเยื่อบุตาอักเสบ,869,1032,868,1
กรุงเทพมหานคร,2022-03,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,13516,14856,9028,4752
กรุงเทพมหานคร,2022-03,โรคปอดอุดกั้นเรื้อรัง,918,1248,898,47
กรุงเทพมหานคร,2022-03,โรคผิวหนังอักเสบ,3396,3836,3396,1
กรุงเทพมหานคร,2022-03,โรคลมพิษ,820,931,815,6
กรุงเทพมหานคร,2022-03,โรคหอบหืด,1806,2119,1791,35
กรุงเทพมหานคร,2022-03,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1820,1956,1820,0
กรุงเทพมหานคร,2022-03,โรคเยื่อบุตาอักเสบ,1104,1242,1103,1
กรุงเทพมหานคร,2022-04,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,6662,7299,5203,1522
กรุงเทพมหานคร,2022-04,โรคปอดอุดกั้นเรื้อรัง,706,988,682,43
กรุงเทพมหานคร,2022-04,โรคผิวหนังอักเสบ,2759,3044,2759,0
กรุงเทพมหานคร,2022-04,โรคลมพิษ,698,799,691,10
กรุงเทพมหานคร,2022-04,โรคหอบหืด,1326,1591,1320,20
กรุงเทพมหานคร,2022-04,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1437,1545,1437,1
กรุงเทพมหานคร,2022-04,โรคเยื่อบุตาอักเสบ,903,1028,903,1
กรุงเทพมหานคร,2022-05,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,4108,4497,3338,796
กรุงเทพมหานคร,2022-05,โรคปอดอุดกั้นเรื้อรัง,806,1126,789,52
กรุงเทพมหานคร,2022-05,โรคผิวหนังอักเสบ,3127,3456,3126,1
กรุงเทพมหานคร,2022-05,โรคลมพิษ,704,804,701,4
กรุงเทพมหานคร,2022-05,โรคหอบหืด,1483,1823,1468,39
กรุงเทพมหานคร,2022-05,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1534,1690,1533,1
กรุงเทพมหานคร,2022-05,โรคเยื่อบุตาอักเสบ,1029,1188,1029,0
กรุงเทพมหานคร,2022-06,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,6683,7263,6061,658
กรุงเทพมหานคร,2022-06,โรคปอดอุดกั้นเรื้อรัง,871,1285,844,66
กรุงเทพมหานคร,2022-06,โรคผิวหนังอักเสบ,3517,3976,3517,0
กรุงเทพมหานคร,2022-06,โรคลมพิษ,818,937,816,6
กรุงเทพมหานคร,2022-06,โรคหอบหืด,1772,2299,1750,59
กรุงเทพมหานคร,2022-06,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1658,1842,1658,1
กรุงเทพมหานคร,2022-06,โรคเยื่อบุตาอักเสบ,1072,1247,1072,2
กรุงเทพมหานคร,2022-07,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,18109,19826,17699,465
กรุงเทพมหานคร,2022-07,โรคปอดอุดกั้นเรื้อรัง,661,986,644,52
กรุงเทพมหานคร,2022-07,โรคผิวหนังอักเสบ,2815,3114,2815,1
กรุงเทพมหานคร,2022-07,โรคลมพิษ,743,877,738,6
กรุงเทพมหานคร,2022-07,โรคหอบหืด,1362,1730,1354,43
กรุงเทพมหานคร,2022-07,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1372,1518,1370,2
กรุงเทพมหานคร,2022-07,โรคเยื่อบุตาอักเสบ,728,837,727,1
กรุงเทพมหานคร,2022-08,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,17773,19852,17515,299
กรุงเทพมหานคร,2022-08,โรคปอดอุดกั้นเรื้อรัง,853,1253,826,61
กรุงเทพมหานคร,2022-08,โรคผิวหนังอักเสบ,3527,4022,3525,2
กรุงเทพมหานคร,2022-08,โรคลมพิษ,907,1099,903,5
กรุงเทพมหานคร,2022-08,โรคหอบหืด,1693,2139,1676,53
กรุงเทพมหานคร,2022-08,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1866,2091,1866,1
กรุงเทพมหานคร,2022-08,โรคเยื่อบุตาอักเสบ,943,1138,943,0
กรุงเทพมหานคร,2022-09,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12567,14590,12487,108
กรุงเทพมหานคร,2022-09,โรคปอดอุดกั้นเรื้อรัง,854,1311,818,79
กรุงเทพมหานคร,2022-09,โรคผิวหนังอักเสบ,3226,3655,3226,0
กรุงเทพมหานคร,2022-09,โรคลมพิษ,853,1026,852,2
กรุงเทพมหานคร,2022-09,โรคหอบหืด,1660,2184,1650,59
กรุงเทพมหานคร,2022-09,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1928,2141,1926,2
กรุงเทพมหานคร,2022-09,โรคเยื่อบุตาอักเสบ,943,1148,943,0
กรุงเทพมหานคร,2022-10,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12164,13607,12112,85
กรุงเทพมหานคร,2022-10,โรคปอดอุดกั้นเรื้อรัง,1134,1721,1101,102
กรุงเทพมหานคร,2022-10,โรคผิวหนังอักเสบ,1520,1783,1520,0
กรุงเทพมหานคร,2022-10,โรคลมพิษ,659,800,659,2
กรุงเทพมหานคร,2022-10,โรคหอบหืด,2088,2693,2073,67
กรุงเทพมหานคร,2022-10,โรคเยื่อจมูกอักเสบจากภูมิแพ้,2075,2280,2075,0
กรุงเทพมหานคร,2022-10,โรคเยื่อบุตาอักเสบ,1151,1327,1151,2
กรุงเทพมหานคร,2022-11,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,13786,15170,13710,98
กรุงเทพมหานคร,2022-11,โรคปอดอุดกั้นเรื้อรัง,1138,1690,1110,76
กรุงเทพมหานคร,2022-11,โรคผิวหนังอักเสบ,1572,1791,1572,0
กรุงเทพมหานคร,2022-11,โรคลมพิษ,631,787,631,1
กรุงเทพมหานคร,2022-11,โรคหอบหืด,2137,2753,2109,99
กรุงเทพมหานคร,2022-11,โรคเยื่อจมูกอักเสบจากภูมิแพ้,2192,2431,2192,0
กรุงเทพมหานคร,2022-11,โรคเยื่อบุตาอักเสบ,1271,1485,1271,1
กรุงเทพมหานคร,2022-12,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12966,14493,12910,87
กรุงเทพมหานคร,2022-12,โรคปอดอุดกั้นเรื้อรัง,1138,1713,1108,89
กรุงเทพมหานคร,2022-12,โรคผิวหนังอักเสบ,3805,4249,3803,2
กรุงเทพมหานคร,2022-12,โรคลมพิษ,880,1031,880,0
กรุงเทพมหานคร,2022-12,โรคหอบหืด,2306,2931,2282,88
กรุงเทพมหานคร,2022-12,โรคเยื่อจมูกอักเสบจากภูมิแพ้,2385,2626,2385,1
กรุงเทพมหานคร,2022-12,โรคเยื่อบุตาอักเสบ,1152,1317,1152,0
กรุงเทพมหานคร,2023-01,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,7625,8474,7584,67
